GeneID	SRR12438069	SRR12438070	SRR12438071	SRR12438072	SRR12438073	SRR12438074	SRR12438075	SRR12438076	SRR12438077	SRR12438078	SRR12438079	SRR12438080
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	0	0	14	11	5	10	0	1	8	3	179	271
ENSG00000224904	0	0	1	2	0	1	0	0	0	0	0	0
ENSG00000199347	1	0	0	0	0	0	0	1	1	0	0	2
ENSG00000201801	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000116685	304	307	1305	1377	1594	1140	471	843	1170	119	5546	1926
ENSG00000083444	676	589	2494	2785	2030	2327	756	1056	1971	407	9835	5748
ENSG00000116688	660	574	3581	3442	2840	3047	1035	1759	2530	362	7767	4401
ENSG00000270914	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000116691	75	113	270	304	393	266	135	224	320	13	897	643
ENSG00000202461	0	1	5	4	7	6	3	3	6	0	2	0
ENSG00000276869	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120949	0	0	1	1	4	6	0	3	1	0	2	0
ENSG00000201135	0	0	0	0	0	1	0	0	0	0	0	3
ENSG00000227875	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000283789	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	23	19	221	194	228	194	53	43	84	12	315	292
ENSG00000263676	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225196	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000252969	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	498	342	3070	3032	2310	2895	1273	1433	2287	466	5452	2583
ENSG00000239149	0	0	7	8	2	3	2	1	4	0	10	12
ENSG00000229484	2	0	1	0	0	0	0	0	0	0	7	0
ENSG00000162496	572	515	1596	1472	939	761	193	234	1936	325	9032	6505
ENSG00000221340	0	3	3	4	2	0	1	0	3	0	4	10
ENSG00000276830	0	0	0	0	0	1	0	0	2	0	0	2
ENSG00000272482	2	2	12	13	7	8	0	2	6	0	43	15
ENSG00000204518	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157330	10	12	41	21	64	60	52	42	14	0	38	1
ENSG00000116726	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116721	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000179172	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000120952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000204510	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000274178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277862	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000275774	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000229978	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279804	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000250894	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000270601	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	1	0	0	0	0	0	4
ENSG00000204479	0	0	0	1	0	3	0	0	0	0	0	3
ENSG00000204478	0	0	0	1	0	2	0	1	0	0	0	0
ENSG00000162494	0	0	0	0	1	2	0	0	0	0	0	3
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	9	12	121	155	142	163	53	110	44	6	40	27
ENSG00000222952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000116731	280	171	1316	1255	1075	1450	443	638	1238	190	3880	2869
ENSG00000189337	55	40	141	168	162	163	68	94	171	31	532	380
ENSG00000252151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	83	55	390	424	167	166	44	48	492	91	1213	972
ENSG00000171729	449	394	1466	1528	826	982	257	435	1741	356	6043	4128
ENSG00000204464	0	0	1	1	1	1	0	0	1	0	0	1
ENSG00000215720	0	1	3	3	2	5	0	1	1	0	1	3
ENSG00000278480	0	1	4	4	2	1	0	2	4	0	6	8
ENSG00000142621	12	13	20	31	23	37	37	22	58	0	113	27
ENSG00000233485	0	1	1	0	0	0	0	1	0	0	0	0
ENSG00000236045	2	1	3	2	3	7	0	0	4	0	4	1
ENSG00000228140	1	1	1	2	4	5	2	4	6	0	2	9
ENSG00000142634	734	718	1219	1349	744	911	417	639	1190	266	6160	2049
ENSG00000162438	6783	6372	4312	3693	514	407	606	196	3028	1691	76051	392
ENSG00000142615	856	752	757	620	61	35	117	52	1446	123	2817	16
ENSG00000215704	114	104	106	83	7	13	17	7	157	9	110	6
ENSG00000132906	119	89	510	497	401	258	173	207	458	66	1413	962
ENSG00000116138	149	102	847	907	635	848	331	491	632	113	1902	1459
ENSG00000251866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272510	0	0	0	0	2	0	1	0	0	0	2	0
ENSG00000116771	15	25	36	31	33	37	12	25	28	3	79	17
ENSG00000237301	1	1	4	5	10	7	4	10	8	5	8	1
ENSG00000235084	4	3	7	10	7	6	3	6	3	0	25	16
ENSG00000252417	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000197312	190	124	1184	1112	1258	1500	440	715	817	187	3039	1697
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	1	0	0	1	3	2	1	0	4	0	1	0
ENSG00000116786	731	678	2806	2924	4605	3534	1490	2016	1977	329	7292	5205
ENSG00000237938	6	2	35	39	53	65	16	24	36	0	63	68
ENSG00000162461	184	94	477	339	1244	620	372	312	193	15	1378	137
ENSG00000224459	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162460	3	1	2	5	1	4	2	1	17	0	27	0
ENSG00000162458	467	407	2048	2278	979	1438	511	668	2408	291	6780	9948
ENSG00000224321	0	0	2	2	3	0	0	0	0	0	11	32
ENSG00000233954	15	8	38	36	46	44	16	17	54	26	417	236
ENSG00000178715	14	13	5	3	4	1	3	1	8	2	18	20
ENSG00000179743	28	17	105	90	111	122	40	64	102	2	284	125
ENSG00000065526	817	756	3372	3640	3960	4956	1862	2559	2568	732	7320	7493
ENSG00000270620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116809	222	199	863	860	922	793	357	603	704	95	2309	2985
ENSG00000234607	0	0	0	1	1	1	0	0	1	0	1	7
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	34	10	122	111	61	66	30	29	141	30	168	255
ENSG00000186510	27	10	266	221	69	59	23	24	238	34	331	426
ENSG00000232456	5	21	50	78	56	42	24	63	30	2	91	14
ENSG00000184908	5	1	375	151	109	33	21	14	499	8	817	110
ENSG00000185519	64	91	245	326	293	206	102	231	185	12	807	594
ENSG00000142627	148	210	606	752	341	781	132	380	816	93	1706	4039
ENSG00000227959	1	8	7	11	6	6	1	10	22	0	46	38
ENSG00000224621	0	1	6	12	1	5	2	2	8	0	14	38
ENSG00000234166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142632	45	38	231	210	113	95	44	47	178	18	624	322
ENSG00000237276	9	7	93	75	60	54	20	30	123	18	223	58
ENSG00000132881	27	45	166	184	196	189	63	90	167	17	544	142
ENSG00000233929	0	0	1	1	3	1	0	1	3	0	3	10
ENSG00000037637	143	173	836	905	883	910	361	647	710	86	2206	4971
ENSG00000055070	622	615	2287	2439	2642	2944	1145	1826	2127	267	5778	5210
ENSG00000226457	0	0	1	0	0	1	1	0	1	0	4	0
ENSG00000187144	1	0	11	6	4	11	5	3	11	0	16	23
ENSG00000157191	212	222	1150	1211	930	1061	421	488	1108	158	3689	6288
ENSG00000226029	4	3	44	52	68	37	45	26	55	3	48	71
ENSG00000080947	36	23	211	246	234	212	144	141	156	6	205	217
ENSG00000206652	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261135	2	0	6	3	4	1	3	1	1	0	20	2
ENSG00000224174	0	0	0	1	0	0	1	0	0	0	1	0
ENSG00000233421	7	6	10	11	8	7	7	13	9	2	55	4
ENSG00000277344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268991	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	0	0	1	0	1	1	0	0	0	2	0	0
ENSG00000219481	114	74	442	425	437	485	163	271	260	34	1631	640
ENSG00000271732	0	1	0	2	3	0	0	0	1	1	1	0
ENSG00000215908	97	120	537	575	514	469	285	372	716	37	1539	1095
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186301	71	53	548	548	100	110	108	89	582	9	1068	1109
ENSG00000282143	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000207513	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000237847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	3	0	5	5	1	3	1	1	4	0	35	3
ENSG00000236698	1	1	27	30	9	96	2	9	10	3	60	4
ENSG00000268869	6	1	34	42	11	19	6	4	19	1	177	84
ENSG00000279151	0	0	0	0	1	1	0	0	0	0	0	1
ENSG00000279132	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000058453	212	255	871	973	955	704	377	522	727	95	1947	1379
ENSG00000227684	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000207389	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186715	168	107	575	513	372	405	142	127	1474	79	6121	1752
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	19
ENSG00000230239	0	1	7	10	0	1	0	0	1	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	12	13	42	33	15	19	13	18	27	0	160	10
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	4	5	64	53	28	30	3	6	8	0	66	13
ENSG00000235241	2	2	6	8	5	5	0	2	0	0	11	4
ENSG00000207005	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000272426	1	1	2	1	3	1	1	0	0	0	2	0
ENSG00000117122	61	55	89	101	95	60	88	58	61	33	381	65
ENSG00000226526	0	0	1	1	0	1	0	0	0	0	1	0
ENSG00000159363	717	770	1829	2251	1856	1734	732	1325	1768	310	6040	1619
ENSG00000117118	260	251	1234	1143	1143	1015	327	628	962	190	3917	2860
ENSG00000117115	2	2	35	15	22	30	10	6	74	2	320	65
ENSG00000204362	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142623	2	4	16	9	37	32	5	0	60	0	31	22
ENSG00000142619	1	1	11	13	5	10	0	4	43	4	139	7
ENSG00000266634	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	0	0	1	2	0	6	0	3	0	0	0	2
ENSG00000276747	0	0	0	1	0	2	0	0	0	0	0	6
ENSG00000227751	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179051	478	412	2149	2443	1563	1777	564	647	1958	443	6363	7348
ENSG00000074964	926	574	4406	4261	2499	2197	1439	1783	4107	321	10625	3716
ENSG00000236648	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000117148	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000117154	17	27	95	118	115	128	46	61	109	4	22	1
ENSG00000280222	0	0	0	1	0	1	0	1	0	0	0	3
ENSG00000230035	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000179023	25	13	162	130	54	50	15	5	141	0	312	15
ENSG00000235282	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	1	6	4	0	0	0	0	0	2
ENSG00000179002	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000255275	0	0	1	0	0	5	0	1	0	0	0	0
ENSG00000159423	27	19	257	249	138	86	89	81	221	1	591	125
ENSG00000265606	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169991	194	160	1372	1067	777	658	234	193	1042	116	5075	1200
ENSG00000272084	4	2	16	10	26	12	18	6	19	6	18	53
ENSG00000127481	1671	1263	7712	8933	6738	7962	3905	5313	5156	1196	10402	13504
ENSG00000230424	1	1	8	6	5	21	7	5	8	0	19	16
ENSG00000127463	368	292	1765	1678	1858	2161	757	1163	1316	210	3892	1848
ENSG00000053372	142	144	426	409	436	504	152	322	317	50	1742	1450
ENSG00000211454	28	30	41	43	43	25	17	18	41	20	132	53
ENSG00000162482	398	545	331	254	118	92	48	23	303	155	5390	80
ENSG00000270728	0	1	32	35	48	32	14	11	16	3	104	26
ENSG00000053371	201	265	878	942	1221	836	386	617	809	110	3190	879
ENSG00000200403	0	0	0	1	1	7	1	0	0	0	1	1
ENSG00000040487	98	129	373	494	634	496	260	410	366	42	1254	1219
ENSG00000077549	751	781	3418	3731	4263	4428	1734	3771	2823	374	8167	6598
ENSG00000240490	0	0	0	3	0	0	0	0	1	0	0	0
ENSG00000201609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	1	1	0	1	1	1	0	0	0	0
ENSG00000173436	63	44	275	250	440	365	119	189	259	41	557	287
ENSG00000270136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	3	1	94	102	16	20	5	9	35	1	6	73
ENSG00000158747	59	123	496	648	517	389	245	487	591	11	693	673
ENSG00000158748	1	0	1	2	4	4	1	0	1	0	4	8
ENSG00000162542	227	232	926	954	512	601	252	369	781	126	2799	1885
ENSG00000178828	73	55	169	146	56	78	34	23	81	95	1176	721
ENSG00000235434	0	0	1	1	2	2	2	2	0	0	2	0
ENSG00000169914	114	134	919	926	915	1164	343	593	595	113	1925	2079
ENSG00000188784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242688	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	383	177	898	656	17	18	3	2	419	237	778	8
ENSG00000127472	0	0	0	1	1	2	0	0	0	0	0	0
ENSG00000117215	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000158786	3	0	1	2	2	11	5	3	2	0	1	22
ENSG00000227066	0	0	1	1	0	1	4	0	3	0	13	8
ENSG00000187980	0	0	0	0	1	3	1	1	0	0	1	0
ENSG00000225986	0	0	1	0	1	4	0	3	1	0	2	0
ENSG00000162543	28	30	133	131	221	189	80	107	187	3	529	186
ENSG00000228105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	8	4	71	59	39	33	30	23	19	2	42	3
ENSG00000226664	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000236963	0	0	2	1	3	0	0	0	0	0	2	0
ENSG00000226487	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000162545	558	482	2212	2011	4387	4385	1491	1996	2458	288	5017	2466
ENSG00000090432	189	214	828	948	973	1119	341	608	664	83	2660	3262
ENSG00000215520	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000183114	0	0	7	1	8	8	10	11	4	0	1	0
ENSG00000158825	0	2	4	2	3	2	0	7	8	0	4	74
ENSG00000158828	168	180	598	678	677	656	286	414	711	76	1664	619
ENSG00000284005	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117242	55	26	109	107	180	112	35	58	80	11	254	548
ENSG00000244038	1279	1369	5856	5872	5032	4590	1346	2919	4006	627	15846	12946
ENSG00000117245	5	6	20	27	11	27	7	38	9	5	31	64
ENSG00000235432	0	0	0	1	0	1	2	0	0	0	0	0
ENSG00000189410	3	23	22	28	39	77	14	55	34	9	40	592
ENSG00000233069	0	0	1	0	0	0	1	1	0	0	1	1
ENSG00000127483	842	577	4512	4416	3871	4515	1712	2210	4054	555	11101	10809
ENSG00000075151	656	663	2651	3027	2421	4468	1284	2381	2060	484	6303	5768
ENSG00000251914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000233072	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000236073	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000235112	0	0	0	2	1	2	0	0	0	0	0	1
ENSG00000117298	2147	1804	6493	5640	5682	5719	2258	3556	4718	1067	17952	2231
ENSG00000236936	1	0	1	3	2	1	1	1	1	0	3	0
ENSG00000231105	1	0	6	10	3	3	2	9	6	0	7	29
ENSG00000236216	0	0	0	0	0	4	0	0	0	0	2	0
ENSG00000228823	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227001	5	2	14	14	9	18	0	2	19	0	47	42
ENSG00000187952	0	0	12	18	10	10	0	3	3	0	14	1
ENSG00000186543	0	0	1	0	1	1	0	1	2	0	0	1
ENSG00000142794	66	48	252	240	218	306	111	155	169	23	592	282
ENSG00000176378	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000162551	6	0	6	7	8	17	0	6	4	0	9	17
ENSG00000233431	1	0	0	3	0	5	0	0	5	0	1	1
ENSG00000076864	2625	2114	9367	8722	5932	6003	2198	2912	7353	1438	22949	14139
ENSG00000090686	269	183	1802	1649	1468	2121	577	912	1353	252	3722	4900
ENSG00000231978	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000187942	2	3	9	10	8	5	4	1	12	0	8	66
ENSG00000142798	1469	1311	10957	10842	4374	4555	2057	1662	12576	1286	11652	17034
ENSG00000232037	1	0	1	0	0	1	2	0	0	0	1	0
ENSG00000283234	0	0	0	0	1	1	0	0	0	0	0	2
ENSG00000219073	1827	1708	1077	822	52	38	171	46	450	197	2270	128
ENSG00000273610	1	0	1	0	0	0	1	0	0	0	1	2
ENSG00000201919	0	0	0	0	1	0	1	0	0	0	0	1
ENSG00000142789	3962	3560	3101	2309	548	319	638	183	1220	977	30952	449
ENSG00000278124	4	8	14	2	1	0	1	0	4	0	27	2
ENSG00000201273	2	1	3	1	1	0	1	1	0	0	9	0
ENSG00000228397	1	2	0	0	1	2	0	0	1	2	1	1
ENSG00000218510	60	36	309	265	299	224	193	232	265	18	1042	458
ENSG00000070831	730	539	3723	3620	3709	4068	1221	2143	2947	458	16071	17269
ENSG00000230068	0	0	5	4	7	2	0	3	7	2	5	10
ENSG00000271428	0	1	4	5	8	7	2	3	8	3	4	3
ENSG00000271840	1	0	0	3	2	3	0	3	1	0	5	13
ENSG00000162552	704	879	2846	3417	5624	5240	2212	5073	1820	106	4326	471
ENSG00000266564	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000234397	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000279625	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000184677	390	262	1588	1698	2014	1747	861	908	1125	213	3213	3067
ENSG00000237200	1	1	12	6	3	3	4	2	5	0	6	8
ENSG00000070886	6	4	25	17	50	32	74	114	21	0	46	4
ENSG00000276835	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000173372	5	2	139	134	266	108	51	44	81	10	167	4
ENSG00000159189	22	14	270	257	431	310	108	76	124	22	292	6
ENSG00000173369	5	9	205	151	292	154	109	72	117	9	252	0
ENSG00000133216	267	289	1539	1751	612	949	248	395	1047	152	2523	2442
ENSG00000265422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000264014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215906	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227868	0	0	1	0	1	2	0	1	2	0	2	0
ENSG00000004487	398	316	1998	2015	1981	1929	773	1034	1496	266	5213	5237
ENSG00000240553	0	0	0	0	1	0	1	0	0	0	0	8
ENSG00000263793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266802	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000169641	153	121	1040	969	633	739	332	415	946	120	2733	1236
ENSG00000229010	0	0	0	1	0	1	2	0	1	0	0	0
ENSG00000206935	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179546	9	8	32	19	24	29	14	12	55	2	79	22
ENSG00000215381	1	0	1	0	0	1	0	0	0	1	0	0
ENSG00000261326	16	7	175	173	171	176	67	63	187	18	91	261
ENSG00000284726	1	0	3	3	2	10	1	1	2	0	4	10
ENSG00000125944	677	553	2324	2369	1986	3027	871	1494	1373	465	6532	5717
ENSG00000125945	217	86	755	620	354	444	168	174	512	162	1905	1133
ENSG00000249087	51	10	129	82	76	54	23	35	106	41	173	102
ENSG00000201405	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271420	0	1	10	8	14	5	0	1	7	0	18	15
ENSG00000204219	619	316	2025	1538	907	776	266	137	1265	427	6717	2139
ENSG00000232482	0	0	0	0	1	1	0	0	2	0	0	0
ENSG00000088280	383	196	1956	1659	684	635	356	180	2022	224	4695	1279
ENSG00000007968	2	0	2	4	1	3	3	2	2	0	11	0
ENSG00000235052	0	0	2	3	0	2	0	2	5	0	6	12
ENSG00000117318	64	65	424	385	327	287	91	97	738	15	2603	1381
ENSG00000197880	0	0	1	2	1	7	0	1	3	0	0	2
ENSG00000229239	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000142676	5127	4658	11269	9987	12044	15999	4066	6162	8036	2911	32844	30457
ENSG00000011007	297	283	1452	1331	1103	1631	576	900	1085	302	3756	3599
ENSG00000236810	4	6	25	27	32	29	14	21	13	5	45	38
ENSG00000057757	174	246	948	858	1328	1430	310	704	772	141	2533	3127
ENSG00000011009	258	319	839	1034	912	1029	405	643	919	113	3321	3477
ENSG00000117308	168	192	593	691	511	565	282	454	696	59	2238	2316
ENSG00000117305	200	209	1300	1170	1097	823	426	561	1079	95	4161	3061
ENSG00000179163	293	243	2222	1973	1791	1974	635	1202	1861	207	5655	1325
ENSG00000188822	1	0	3	2	3	4	1	2	1	0	1	0
ENSG00000229106	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000232557	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000264926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230228	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000189266	305	181	1844	1659	1918	2150	523	907	1289	209	5914	5480
ENSG00000188529	355	263	2222	2071	1658	2607	815	1107	1454	333	5070	4644
ENSG00000215905	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225315	0	1	0	0	1	0	0	2	0	0	0	0
ENSG00000142661	6	9	6	6	9	26	7	5	17	0	20	70
ENSG00000230703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142677	392	535	326	362	125	103	92	69	316	219	2655	290
ENSG00000185436	55	55	204	229	255	287	108	142	235	37	566	1200
ENSG00000230023	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232298	0	0	1	0	0	2	0	4	2	0	3	1
ENSG00000158055	10	9	44	28	42	71	19	13	41	3	125	83
ENSG00000001460	105	76	384	354	470	431	171	248	367	48	1118	997
ENSG00000001461	281	207	1760	1494	1401	1146	467	621	1511	176	4815	1088
ENSG00000117602	253	236	1730	1571	1729	2845	777	1662	1083	107	4099	1338
ENSG00000264443	1	1	10	12	6	11	3	3	10	0	13	10
ENSG00000184454	230	145	1828	1619	624	638	276	266	1622	136	5812	1064
ENSG00000227312	1	2	1	3	4	1	1	0	3	0	1	0
ENSG00000239106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133226	534	368	3114	2613	2699	2673	928	1341	2583	512	7418	6671
ENSG00000284699	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169504	406	289	2808	2501	1435	2352	480	620	1720	407	9089	13189
ENSG00000238482	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000020633	9	2	64	66	80	90	31	20	15	3	64	11
ENSG00000278034	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229162	2	0	3	0	3	9	1	2	2	0	1	0
ENSG00000261025	0	0	0	0	0	2	0	1	0	0	0	2
ENSG00000264371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233419	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231953	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000117614	211	151	992	802	984	1249	228	340	758	173	3103	4114
ENSG00000284602	2	3	11	19	36	29	14	15	23	1	35	65
ENSG00000284657	1	0	3	4	4	8	7	1	2	0	4	0
ENSG00000117616	218	148	2020	1629	2091	1618	891	861	2240	179	4475	5222
ENSG00000272432	0	2	1	3	3	1	2	2	3	0	3	5
ENSG00000261349	1	1	12	6	8	4	2	0	10	2	17	45
ENSG00000187010	0	6	18	16	28	22	3	7	15	2	15	89
ENSG00000224183	0	0	2	3	3	6	0	0	3	0	13	3
ENSG00000259984	0	0	3	2	0	3	0	0	0	0	14	2
ENSG00000183726	360	302	1775	1726	1749	1930	513	877	1678	231	6688	6133
ENSG00000188672	5	3	76	82	32	63	30	63	60	0	163	88
ENSG00000238084	0	0	0	1	0	0	0	1	0	0	1	0
