protein1 protein2 combined_score
9606.ENSP00000358866 9606.ENSP00000418960 917
9606.ENSP00000358866 9606.ENSP00000339191 908
9606.ENSP00000358866 9606.ENSP00000267257 989
9606.ENSP00000358866 9606.ENSP00000432660 916
9606.ENSP00000358866 9606.ENSP00000003084 957
9606.ENSP00000358866 9606.ENSP00000268182 952
9606.ENSP00000358866 9606.ENSP00000369497 977
9606.ENSP00000358866 9606.ENSP00000446100 907
9606.ENSP00000358866 9606.ENSP00000453508 996
9606.ENSP00000358866 9606.ENSP00000262407 985
9606.ENSP00000358866 9606.ENSP00000316029 998
9606.ENSP00000358866 9606.ENSP00000380948 938
9606.ENSP00000358866 9606.ENSP00000005257 930
9606.ENSP00000358866 9606.ENSP00000355645 948
9606.ENSP00000358866 9606.ENSP00000356530 947
9606.ENSP00000358866 9606.ENSP00000278568 950
9606.ENSP00000358866 9606.ENSP00000452786 994
9606.ENSP00000358866 9606.ENSP00000379098 901
9606.ENSP00000358866 9606.ENSP00000400175 933
9606.ENSP00000358866 9606.ENSP00000420213 979
9606.ENSP00000358866 9606.ENSP00000379350 993
9606.ENSP00000358866 9606.ENSP00000237172 980
9606.ENSP00000358866 9606.ENSP00000200181 909
9606.ENSP00000358866 9606.ENSP00000364870 981
9606.ENSP00000358866 9606.ENSP00000329380 999
9606.ENSP00000358866 9606.ENSP00000410402 964
9606.ENSP00000358866 9606.ENSP00000497733 976
9606.ENSP00000358866 9606.ENSP00000267082 975
9606.ENSP00000358866 9606.ENSP00000291295 942
9606.ENSP00000358867 9606.ENSP00000353767 903
9606.ENSP00000358867 9606.ENSP00000292513 909
9606.ENSP00000358867 9606.ENSP00000246186 903
9606.ENSP00000358867 9606.ENSP00000363117 909
9606.ENSP00000358867 9606.ENSP00000395708 907
9606.ENSP00000358867 9606.ENSP00000297494 906
9606.ENSP00000358867 9606.ENSP00000305260 983
9606.ENSP00000358867 9606.ENSP00000305372 925
9606.ENSP00000358867 9606.ENSP00000419260 913
9606.ENSP00000358867 9606.ENSP00000307259 905
9606.ENSP00000358867 9606.ENSP00000263967 923
9606.ENSP00000358867 9606.ENSP00000367762 953
9606.ENSP00000358867 9606.ENSP00000356205 920
9606.ENSP00000358867 9606.ENSP00000366563 903
9606.ENSP00000358867 9606.ENSP00000386884 915
9606.ENSP00000358867 9606.ENSP00000241356 910
9606.ENSP00000358867 9606.ENSP00000381333 937
9606.ENSP00000358867 9606.ENSP00000365012 910
9606.ENSP00000358867 9606.ENSP00000402723 910
9606.ENSP00000358867 9606.ENSP00000354859 956
9606.ENSP00000358867 9606.ENSP00000365006 912
9606.ENSP00000358867 9606.ENSP00000420194 900
9606.ENSP00000358867 9606.ENSP00000343782 914
9606.ENSP00000358867 9606.ENSP00000378492 903
9606.ENSP00000358867 9606.ENSP00000331358 940
9606.ENSP00000358867 9606.ENSP00000246115 909
9606.ENSP00000358867 9606.ENSP00000349003 915
9606.ENSP00000358867 9606.ENSP00000407586 924
9606.ENSP00000358867 9606.ENSP00000366416 916
9606.ENSP00000358867 9606.ENSP00000497069 910
9606.ENSP00000358867 9606.ENSP00000334448 967
9606.ENSP00000358867 9606.ENSP00000433295 902
9606.ENSP00000358867 9606.ENSP00000363411 946
9606.ENSP00000358867 9606.ENSP00000371594 952
9606.ENSP00000358867 9606.ENSP00000357067 919
9606.ENSP00000358867 9606.ENSP00000380271 905
9606.ENSP00000358867 9606.ENSP00000363553 920
9606.ENSP00000358867 9606.ENSP00000235382 976
9606.ENSP00000358867 9606.ENSP00000477437 903
9606.ENSP00000358867 9606.ENSP00000358513 933
9606.ENSP00000358867 9606.ENSP00000362680 911
9606.ENSP00000358867 9606.ENSP00000501150 915
9606.ENSP00000358867 9606.ENSP00000355316 903
9606.ENSP00000358867 9606.ENSP00000245457 909
9606.ENSP00000358867 9606.ENSP00000232564 989
9606.ENSP00000358867 9606.ENSP00000358099 975
9606.ENSP00000358867 9606.ENSP00000286614 903
9606.ENSP00000358867 9606.ENSP00000292303 909
9606.ENSP00000358867 9606.ENSP00000394624 911
9606.ENSP00000358867 9606.ENSP00000496438 909
9606.ENSP00000358867 9606.ENSP00000262494 904
9606.ENSP00000358867 9606.ENSP00000398629 965
9606.ENSP00000358867 9606.ENSP00000324270 910
9606.ENSP00000358867 9606.ENSP00000225688 927
9606.ENSP00000358867 9606.ENSP00000339381 958
9606.ENSP00000358867 9606.ENSP00000480971 913
9606.ENSP00000358867 9606.ENSP00000385510 936
9606.ENSP00000358867 9606.ENSP00000312999 992
9606.ENSP00000358867 9606.ENSP00000358548 927
9606.ENSP00000358867 9606.ENSP00000338728 918
9606.ENSP00000358867 9606.ENSP00000222254 900
9606.ENSP00000358867 9606.ENSP00000443631 935
9606.ENSP00000358867 9606.ENSP00000497260 984
9606.ENSP00000358867 9606.ENSP00000328708 909
9606.ENSP00000358867 9606.ENSP00000392828 989
9606.ENSP00000358867 9606.ENSP00000392812 916
9606.ENSP00000358867 9606.ENSP00000338185 929
9606.ENSP00000358867 9606.ENSP00000263025 929
9606.ENSP00000358867 9606.ENSP00000358301 921
9606.ENSP00000358867 9606.ENSP00000450482 909
9606.ENSP00000358867 9606.ENSP00000328472 910
9606.ENSP00000358867 9606.ENSP00000262406 935
9606.ENSP00000358867 9606.ENSP00000367872 999
9606.ENSP00000358867 9606.ENSP00000428056 910
9606.ENSP00000358867 9606.ENSP00000311405 929
9606.ENSP00000358867 9606.ENSP00000219271 903
9606.ENSP00000358867 9606.ENSP00000267377 913
9606.ENSP00000358867 9606.ENSP00000350198 991
9606.ENSP00000358867 9606.ENSP00000308208 903
9606.ENSP00000358867 9606.ENSP00000258302 966
9606.ENSP00000358867 9606.ENSP00000262741 915
9606.ENSP00000358867 9606.ENSP00000386229 947
9606.ENSP00000358867 9606.ENSP00000325941 975
9606.ENSP00000358867 9606.ENSP00000260402 925
9606.ENSP00000358867 9606.ENSP00000282753 903
9606.ENSP00000358867 9606.ENSP00000378483 947
9606.ENSP00000358867 9606.ENSP00000234961 911
9606.ENSP00000358867 9606.ENSP00000337816 903
9606.ENSP00000358867 9606.ENSP00000305416 963
9606.ENSP00000358867 9606.ENSP00000295101 912
9606.ENSP00000358867 9606.ENSP00000363255 956
9606.ENSP00000358867 9606.ENSP00000419361 933
9606.ENSP00000358867 9606.ENSP00000428924 913
9606.ENSP00000358867 9606.ENSP00000405841 912
9606.ENSP00000358867 9606.ENSP00000354652 917
9606.ENSP00000358867 9606.ENSP00000215832 934
9606.ENSP00000358867 9606.ENSP00000366233 909
9606.ENSP00000358867 9606.ENSP00000256078 936
9606.ENSP00000358867 9606.ENSP00000440556 904
9606.ENSP00000358867 9606.ENSP00000302846 914
9606.ENSP00000358867 9606.ENSP00000357301 917
9606.ENSP00000358867 9606.ENSP00000480157 900
9606.ENSP00000358867 9606.ENSP00000259455 936
9606.ENSP00000358867 9606.ENSP00000294117 947
9606.ENSP00000358867 9606.ENSP00000293897 913
9606.ENSP00000358867 9606.ENSP00000359675 946
9606.ENSP00000358886 9606.ENSP00000352925 929
9606.ENSP00000358886 9606.ENSP00000370193 929
9606.ENSP00000358886 9606.ENSP00000429986 981
9606.ENSP00000358886 9606.ENSP00000263754 932
9606.ENSP00000358886 9606.ENSP00000263974 901
9606.ENSP00000358886 9606.ENSP00000397259 983
9606.ENSP00000358894 9606.ENSP00000497588 970
9606.ENSP00000358903 9606.ENSP00000364412 991
9606.ENSP00000358903 9606.ENSP00000292427 964
9606.ENSP00000358903 9606.ENSP00000445122 994
9606.ENSP00000358903 9606.ENSP00000477587 986
9606.ENSP00000358903 9606.ENSP00000496625 951
9606.ENSP00000358903 9606.ENSP00000308430 980
9606.ENSP00000358903 9606.ENSP00000342007 929
9606.ENSP00000358903 9606.ENSP00000201586 931
9606.ENSP00000358903 9606.ENSP00000217961 945
9606.ENSP00000358903 9606.ENSP00000325822 963
9606.ENSP00000358903 9606.ENSP00000370254 955
9606.ENSP00000358903 9606.ENSP00000276449 950
9606.ENSP00000358903 9606.ENSP00000199936 972
9606.ENSP00000358903 9606.ENSP00000264228 958
9606.ENSP00000358903 9606.ENSP00000341625 979
9606.ENSP00000358903 9606.ENSP00000242375 936
9606.ENSP00000358903 9606.ENSP00000363794 935
9606.ENSP00000358903 9606.ENSP00000379683 971
9606.ENSP00000358903 9606.ENSP00000498939 948
9606.ENSP00000358903 9606.ENSP00000378488 925
9606.ENSP00000358903 9606.ENSP00000274192 992
9606.ENSP00000358903 9606.ENSP00000268053 965
9606.ENSP00000358903 9606.ENSP00000358421 995
9606.ENSP00000358903 9606.ENSP00000301645 967
9606.ENSP00000358903 9606.ENSP00000480571 928
9606.ENSP00000358903 9606.ENSP00000369927 979
9606.ENSP00000358903 9606.ENSP00000310721 933
9606.ENSP00000358903 9606.ENSP00000451406 970
9606.ENSP00000358903 9606.ENSP00000419970 912
9606.ENSP00000358903 9606.ENSP00000337450 941
9606.ENSP00000358903 9606.ENSP00000440689 931
9606.ENSP00000358903 9606.ENSP00000222982 941
9606.ENSP00000358918 9606.ENSP00000390436 999
9606.ENSP00000358918 9606.ENSP00000309591 966
9606.ENSP00000358918 9606.ENSP00000361266 930
9606.ENSP00000358918 9606.ENSP00000366488 965
9606.ENSP00000358918 9606.ENSP00000400312 977
9606.ENSP00000358918 9606.ENSP00000249373 998
9606.ENSP00000358918 9606.ENSP00000377001 960
9606.ENSP00000358918 9606.ENSP00000228682 999
9606.ENSP00000358918 9606.ENSP00000280098 940
9606.ENSP00000358918 9606.ENSP00000371398 929
9606.ENSP00000358918 9606.ENSP00000332353 979
9606.ENSP00000358918 9606.ENSP00000295709 998
9606.ENSP00000358918 9606.ENSP00000359719 965
9606.ENSP00000358918 9606.ENSP00000324806 920
9606.ENSP00000358918 9606.ENSP00000297261 937
9606.ENSP00000358918 9606.ENSP00000264414 949
9606.ENSP00000358918 9606.ENSP00000377934 999
9606.ENSP00000358918 9606.ENSP00000379258 999
9606.ENSP00000358921 9606.ENSP00000348965 995
9606.ENSP00000358921 9606.ENSP00000380690 942
9606.ENSP00000358921 9606.ENSP00000259632 998
9606.ENSP00000358921 9606.ENSP00000289228 992
9606.ENSP00000358921 9606.ENSP00000414906 999
9606.ENSP00000358921 9606.ENSP00000258198 970
9606.ENSP00000358921 9606.ENSP00000354947 969
9606.ENSP00000358921 9606.ENSP00000300087 999
9606.ENSP00000358921 9606.ENSP00000221114 999
9606.ENSP00000358921 9606.ENSP00000494750 977
9606.ENSP00000358921 9606.ENSP00000408910 999
9606.ENSP00000358921 9606.ENSP00000380308 982
9606.ENSP00000358921 9606.ENSP00000254286 999
9606.ENSP00000358921 9606.ENSP00000263168 992
9606.ENSP00000358921 9606.ENSP00000354791 999
9606.ENSP00000358921 9606.ENSP00000401010 990
9606.ENSP00000358925 9606.ENSP00000271332 986
9606.ENSP00000358925 9606.ENSP00000256637 954
9606.ENSP00000358931 9606.ENSP00000391481 905
9606.ENSP00000358931 9606.ENSP00000473348 939
9606.ENSP00000358931 9606.ENSP00000381504 956
9606.ENSP00000358931 9606.ENSP00000496597 972
9606.ENSP00000358931 9606.ENSP00000321259 999
9606.ENSP00000358931 9606.ENSP00000405573 995
9606.ENSP00000358931 9606.ENSP00000353165 943
9606.ENSP00000358931 9606.ENSP00000445175 911
9606.ENSP00000358931 9606.ENSP00000302393 901
9606.ENSP00000358931 9606.ENSP00000270776 943
9606.ENSP00000358931 9606.ENSP00000478834 922
9606.ENSP00000358931 9606.ENSP00000424595 953
9606.ENSP00000358931 9606.ENSP00000416583 955
9606.ENSP00000358931 9606.ENSP00000476672 994
9606.ENSP00000358931 9606.ENSP00000378731 962
9606.ENSP00000358931 9606.ENSP00000437783 906
9606.ENSP00000358931 9606.ENSP00000371393 941
9606.ENSP00000358931 9606.ENSP00000495530 948
9606.ENSP00000358931 9606.ENSP00000320171 934
9606.ENSP00000358931 9606.ENSP00000496166 968
9606.ENSP00000358931 9606.ENSP00000280605 902
9606.ENSP00000358931 9606.ENSP00000280706 903
9606.ENSP00000358931 9606.ENSP00000497767 962
9606.ENSP00000358931 9606.ENSP00000361512 954
9606.ENSP00000358931 9606.ENSP00000380070 975
9606.ENSP00000358931 9606.ENSP00000339933 913
9606.ENSP00000358931 9606.ENSP00000222286 942
9606.ENSP00000358931 9606.ENSP00000364486 976
9606.ENSP00000358931 9606.ENSP00000283646 993
9606.ENSP00000358931 9606.ENSP00000269848 967
9606.ENSP00000358931 9606.ENSP00000324105 900
9606.ENSP00000358931 9606.ENSP00000229270 963
9606.ENSP00000358931 9606.ENSP00000408025 979
9606.ENSP00000358931 9606.ENSP00000352401 990
9606.ENSP00000358931 9606.ENSP00000370517 963
9606.ENSP00000358931 9606.ENSP00000306817 959
9606.ENSP00000358939 9606.ENSP00000369897 913
9606.ENSP00000358939 9606.ENSP00000472465 908
9606.ENSP00000358939 9606.ENSP00000377954 933
9606.ENSP00000358939 9606.ENSP00000355889 904
9606.ENSP00000358939 9606.ENSP00000371535 965
9606.ENSP00000358939 9606.ENSP00000231572 933
9606.ENSP00000358939 9606.ENSP00000498867 917
9606.ENSP00000358939 9606.ENSP00000373918 975
9606.ENSP00000358939 9606.ENSP00000384653 999
9606.ENSP00000358939 9606.ENSP00000387710 915
9606.ENSP00000358939 9606.ENSP00000362576 941
9606.ENSP00000358939 9606.ENSP00000364794 908
9606.ENSP00000358939 9606.ENSP00000262187 902
9606.ENSP00000358939 9606.ENSP00000358549 950
9606.ENSP00000358955 9606.ENSP00000262903 942
9606.ENSP00000358963 9606.ENSP00000367872 979
9606.ENSP00000358963 9606.ENSP00000363748 952
9606.ENSP00000358963 9606.ENSP00000316244 914
9606.ENSP00000358963 9606.ENSP00000334448 975
9606.ENSP00000358963 9606.ENSP00000261707 932
9606.ENSP00000358965 9606.ENSP00000356951 931
9606.ENSP00000358966 9606.ENSP00000358831 978
9606.ENSP00000358983 9606.ENSP00000384273 999
9606.ENSP00000358983 9606.ENSP00000482657 966
9606.ENSP00000358983 9606.ENSP00000376436 945
9606.ENSP00000358983 9606.ENSP00000221452 999
9606.ENSP00000358983 9606.ENSP00000226574 999
9606.ENSP00000358983 9606.ENSP00000430684 955
9606.ENSP00000358983 9606.ENSP00000380109 924
9606.ENSP00000358983 9606.ENSP00000359424 998
9606.ENSP00000358983 9606.ENSP00000228918 901
9606.ENSP00000358983 9606.ENSP00000359206 963
9606.ENSP00000358983 9606.ENSP00000216797 995
9606.ENSP00000358983 9606.ENSP00000295025 999
9606.ENSP00000358983 9606.ENSP00000164227 999
9606.ENSP00000358983 9606.ENSP00000312988 976
9606.ENSP00000358983 9606.ENSP00000275015 901
9606.ENSP00000358983 9606.ENSP00000483825 944
9606.ENSP00000358994 9606.ENSP00000353864 900
9606.ENSP00000358994 9606.ENSP00000352264 940
9606.ENSP00000358994 9606.ENSP00000393392 923
9606.ENSP00000358994 9606.ENSP00000379612 924
9606.ENSP00000358994 9606.ENSP00000478771 904
9606.ENSP00000358994 9606.ENSP00000494550 914
9606.ENSP00000358994 9606.ENSP00000388107 900
9606.ENSP00000358994 9606.ENSP00000376753 999
9606.ENSP00000358994 9606.ENSP00000496954 916
9606.ENSP00000358994 9606.ENSP00000253754 903
9606.ENSP00000358994 9606.ENSP00000413697 981
9606.ENSP00000358994 9606.ENSP00000348349 917
9606.ENSP00000358994 9606.ENSP00000441543 968
9606.ENSP00000358994 9606.ENSP00000242285 974
9606.ENSP00000358994 9606.ENSP00000304283 902
9606.ENSP00000358994 9606.ENSP00000251157 934
9606.ENSP00000358994 9606.ENSP00000495965 935
9606.ENSP00000358994 9606.ENSP00000368022 956
9606.ENSP00000358994 9606.ENSP00000313391 986
9606.ENSP00000358994 9606.ENSP00000278568 928
9606.ENSP00000358994 9606.ENSP00000272317 942
9606.ENSP00000358994 9606.ENSP00000386096 909
9606.ENSP00000358994 9606.ENSP00000272371 923
9606.ENSP00000358997 9606.ENSP00000370034 972
9606.ENSP00000358997 9606.ENSP00000377936 909
9606.ENSP00000358997 9606.ENSP00000324804 907
9606.ENSP00000358997 9606.ENSP00000374455 935
9606.ENSP00000358997 9606.ENSP00000233954 932
9606.ENSP00000358997 9606.ENSP00000314733 999
9606.ENSP00000358997 9606.ENSP00000216160 993
9606.ENSP00000358997 9606.ENSP00000221138 912
9606.ENSP00000358997 9606.ENSP00000260010 962
9606.ENSP00000358997 9606.ENSP00000479889 999
9606.ENSP00000358997 9606.ENSP00000316176 919
9606.ENSP00000358997 9606.ENSP00000395535 925
9606.ENSP00000358997 9606.ENSP00000226574 934
9606.ENSP00000358997 9606.ENSP00000247668 939
9606.ENSP00000358997 9606.ENSP00000322532 997
9606.ENSP00000358997 9606.ENSP00000263339 977
9606.ENSP00000358997 9606.ENSP00000356426 999
9606.ENSP00000358997 9606.ENSP00000376500 995
9606.ENSP00000358997 9606.ENSP00000430684 903
9606.ENSP00000358997 9606.ENSP00000325074 910
9606.ENSP00000358997 9606.ENSP00000433623 999
9606.ENSP00000358997 9606.ENSP00000483570 915
9606.ENSP00000358997 9606.ENSP00000372042 900
9606.ENSP00000358997 9606.ENSP00000263341 991
9606.ENSP00000358997 9606.ENSP00000359424 999
9606.ENSP00000358997 9606.ENSP00000401980 969
9606.ENSP00000358997 9606.ENSP00000380697 998
9606.ENSP00000358997 9606.ENSP00000311344 905
9606.ENSP00000358997 9606.ENSP00000498321 999
9606.ENSP00000358997 9606.ENSP00000363089 998
9606.ENSP00000358997 9606.ENSP00000418447 961
9606.ENSP00000358997 9606.ENSP00000399970 900
9606.ENSP00000358997 9606.ENSP00000296795 917
9606.ENSP00000358997 9606.ENSP00000216797 922
9606.ENSP00000358997 9606.ENSP00000368215 961
9606.ENSP00000358997 9606.ENSP00000267460 996
9606.ENSP00000358997 9606.ENSP00000496355 900
9606.ENSP00000358997 9606.ENSP00000376445 999
9606.ENSP00000358997 9606.ENSP00000370842 909
9606.ENSP00000358997 9606.ENSP00000351789 998
9606.ENSP00000358997 9606.ENSP00000358335 987
9606.ENSP00000358997 9606.ENSP00000256458 999
9606.ENSP00000358997 9606.ENSP00000248244 960
9606.ENSP00000358997 9606.ENSP00000483825 999
9606.ENSP00000358997 9606.ENSP00000353874 988
9606.ENSP00000358997 9606.ENSP00000403104 970
9606.ENSP00000358997 9606.ENSP00000386380 999
9606.ENSP00000358997 9606.ENSP00000261233 997
9606.ENSP00000358997 9606.ENSP00000172229 949
9606.ENSP00000358997 9606.ENSP00000314807 954
9606.ENSP00000358999 9606.ENSP00000349923 946
9606.ENSP00000359000 9606.ENSP00000440005 960
9606.ENSP00000359000 9606.ENSP00000306010 905
9606.ENSP00000359013 9606.ENSP00000469049 999
9606.ENSP00000359013 9606.ENSP00000356694 999
9606.ENSP00000359013 9606.ENSP00000363157 999
9606.ENSP00000359018 9606.ENSP00000229769 907
9606.ENSP00000359018 9606.ENSP00000379506 978
9606.ENSP00000359018 9606.ENSP00000346027 927
9606.ENSP00000359018 9606.ENSP00000389356 931
9606.ENSP00000359018 9606.ENSP00000348849 959
9606.ENSP00000359018 9606.ENSP00000222247 954
9606.ENSP00000359018 9606.ENSP00000495672 910
9606.ENSP00000359018 9606.ENSP00000386717 976
9606.ENSP00000359018 9606.ENSP00000452763 936
9606.ENSP00000359018 9606.ENSP00000499044 905
9606.ENSP00000359018 9606.ENSP00000292586 928
9606.ENSP00000359018 9606.ENSP00000270625 972
9606.ENSP00000359018 9606.ENSP00000278572 958
9606.ENSP00000359018 9606.ENSP00000346050 948
9606.ENSP00000359018 9606.ENSP00000435777 928
9606.ENSP00000359018 9606.ENSP00000272317 951
9606.ENSP00000359018 9606.ENSP00000449328 927
9606.ENSP00000359018 9606.ENSP00000294189 977
9606.ENSP00000359018 9606.ENSP00000464813 918
9606.ENSP00000359018 9606.ENSP00000431822 993
9606.ENSP00000359018 9606.ENSP00000481697 902
9606.ENSP00000359018 9606.ENSP00000309830 978
9606.ENSP00000359018 9606.ENSP00000355315 926
9606.ENSP00000359018 9606.ENSP00000463379 905
9606.ENSP00000359018 9606.ENSP00000375632 951
9606.ENSP00000359018 9606.ENSP00000395590 918
9606.ENSP00000359018 9606.ENSP00000385958 905
9606.ENSP00000359018 9606.ENSP00000431240 933
9606.ENSP00000359018 9606.ENSP00000378163 924
9606.ENSP00000359018 9606.ENSP00000393241 978
9606.ENSP00000359018 9606.ENSP00000230050 902
9606.ENSP00000359018 9606.ENSP00000225430 960
9606.ENSP00000359018 9606.ENSP00000367806 962
9606.ENSP00000359018 9606.ENSP00000359345 965
9606.ENSP00000359018 9606.ENSP00000309334 958
9606.ENSP00000359018 9606.ENSP00000259469 975
9606.ENSP00000359018 9606.ENSP00000420311 916
9606.ENSP00000359018 9606.ENSP00000470972 947
9606.ENSP00000359018 9606.ENSP00000346015 971
9606.ENSP00000359018 9606.ENSP00000481646 908
9606.ENSP00000359018 9606.ENSP00000403172 974
9606.ENSP00000359018 9606.ENSP00000464342 953
9606.ENSP00000359018 9606.ENSP00000307889 952
9606.ENSP00000359018 9606.ENSP00000345957 980
9606.ENSP00000359018 9606.ENSP00000494697 905
9606.ENSP00000359018 9606.ENSP00000447001 955
9606.ENSP00000359018 9606.ENSP00000414321 975
9606.ENSP00000359018 9606.ENSP00000496250 977
9606.ENSP00000359018 9606.ENSP00000331019 905
9606.ENSP00000359018 9606.ENSP00000388107 949
9606.ENSP00000359018 9606.ENSP00000369757 957
9606.ENSP00000359018 9606.ENSP00000463784 928
9606.ENSP00000359018 9606.ENSP00000377640 976
9606.ENSP00000359018 9606.ENSP00000418082 924
9606.ENSP00000359018 9606.ENSP00000492441 908
9606.ENSP00000359018 9606.ENSP00000379888 968
9606.ENSP00000359018 9606.ENSP00000466010 973
9606.ENSP00000359018 9606.ENSP00000341885 958
9606.ENSP00000359018 9606.ENSP00000389103 974
9606.ENSP00000359018 9606.ENSP00000463842 905
9606.ENSP00000359018 9606.ENSP00000262584 957
9606.ENSP00000359018 9606.ENSP00000429374 954
9606.ENSP00000359018 9606.ENSP00000363018 907
9606.ENSP00000359018 9606.ENSP00000435096 973
9606.ENSP00000359018 9606.ENSP00000300651 905
9606.ENSP00000359018 9606.ENSP00000428223 928
9606.ENSP00000359018 9606.ENSP00000472469 964
9606.ENSP00000359018 9606.ENSP00000346037 933
9606.ENSP00000359018 9606.ENSP00000311430 966
9606.ENSP00000359018 9606.ENSP00000495273 976
9606.ENSP00000359018 9606.ENSP00000009530 905
9606.ENSP00000359018 9606.ENSP00000428085 956
9606.ENSP00000359018 9606.ENSP00000498019 972
9606.ENSP00000359019 9606.ENSP00000344479 966
9606.ENSP00000359019 9606.ENSP00000334472 943
9606.ENSP00000359022 9606.ENSP00000278353 934
9606.ENSP00000359022 9606.ENSP00000424123 931
9606.ENSP00000359022 9606.ENSP00000477602 942
9606.ENSP00000359025 9606.ENSP00000418572 970
9606.ENSP00000359025 9606.ENSP00000263864 918
9606.ENSP00000359025 9606.ENSP00000317714 999
9606.ENSP00000359025 9606.ENSP00000249647 962
9606.ENSP00000359042 9606.ENSP00000257181 919
9606.ENSP00000359050 9606.ENSP00000357869 925
9606.ENSP00000359073 9606.ENSP00000263967 920
9606.ENSP00000359073 9606.ENSP00000366563 918
9606.ENSP00000359073 9606.ENSP00000398632 912
9606.ENSP00000359073 9606.ENSP00000482457 941
9606.ENSP00000359073 9606.ENSP00000358723 914
9606.ENSP00000359073 9606.ENSP00000364898 997
9606.ENSP00000359073 9606.ENSP00000376345 950
9606.ENSP00000359073 9606.ENSP00000224337 959
9606.ENSP00000359073 9606.ENSP00000360916 913
9606.ENSP00000359073 9606.ENSP00000264972 955
9606.ENSP00000359073 9606.ENSP00000501150 924
9606.ENSP00000359073 9606.ENSP00000380948 954
9606.ENSP00000359073 9606.ENSP00000046794 999
9606.ENSP00000359073 9606.ENSP00000451828 910
9606.ENSP00000359073 9606.ENSP00000489597 948
9606.ENSP00000359073 9606.ENSP00000313419 921
9606.ENSP00000359073 9606.ENSP00000370912 907
9606.ENSP00000359073 9606.ENSP00000400175 975
9606.ENSP00000359073 9606.ENSP00000398655 931
9606.ENSP00000359073 9606.ENSP00000222254 907
9606.ENSP00000359073 9606.ENSP00000250559 911
9606.ENSP00000359073 9606.ENSP00000244007 928
9606.ENSP00000359073 9606.ENSP00000349252 916
9606.ENSP00000359073 9606.ENSP00000262741 907
9606.ENSP00000359073 9606.ENSP00000304283 925
9606.ENSP00000359073 9606.ENSP00000428056 933
9606.ENSP00000359073 9606.ENSP00000391592 918
9606.ENSP00000359073 9606.ENSP00000249071 959
9606.ENSP00000359073 9606.ENSP00000497733 976
9606.ENSP00000359073 9606.ENSP00000264316 946
9606.ENSP00000359073 9606.ENSP00000472929 907
9606.ENSP00000359073 9606.ENSP00000424846 943
9606.ENSP00000359077 9606.ENSP00000265709 978
9606.ENSP00000359077 9606.ENSP00000252575 965
9606.ENSP00000359077 9606.ENSP00000447006 945
9606.ENSP00000359077 9606.ENSP00000338934 939
9606.ENSP00000359077 9606.ENSP00000383053 945
9606.ENSP00000359077 9606.ENSP00000305988 979
9606.ENSP00000359077 9606.ENSP00000280772 974
9606.ENSP00000359077 9606.ENSP00000265371 999
9606.ENSP00000359077 9606.ENSP00000379350 909
9606.ENSP00000359077 9606.ENSP00000383392 923
9606.ENSP00000359077 9606.ENSP00000275493 976
9606.ENSP00000359077 9606.ENSP00000347532 980
9606.ENSP00000359077 9606.ENSP00000330633 986
9606.ENSP00000359077 9606.ENSP00000480132 982
9606.ENSP00000359077 9606.ENSP00000481841 984
9606.ENSP00000359077 9606.ENSP00000349588 990
9606.ENSP00000359077 9606.ENSP00000011619 962
9606.ENSP00000359085 9606.ENSP00000278198 999
9606.ENSP00000359085 9606.ENSP00000249363 924
9606.ENSP00000359095 9606.ENSP00000244537 920
9606.ENSP00000359096 9606.ENSP00000359100 903
9606.ENSP00000359096 9606.ENSP00000330484 904
9606.ENSP00000359098 9606.ENSP00000425759 997
9606.ENSP00000359098 9606.ENSP00000292907 943
9606.ENSP00000359098 9606.ENSP00000321260 988
9606.ENSP00000359098 9606.ENSP00000367938 939
9606.ENSP00000359098 9606.ENSP00000467262 965
9606.ENSP00000359098 9606.ENSP00000252102 903
9606.ENSP00000359098 9606.ENSP00000354982 968
9606.ENSP00000359098 9606.ENSP00000466818 998
9606.ENSP00000359098 9606.ENSP00000389649 906
9606.ENSP00000359098 9606.ENSP00000309565 926
9606.ENSP00000359098 9606.ENSP00000276689 947
9606.ENSP00000359098 9606.ENSP00000258424 997
9606.ENSP00000359098 9606.ENSP00000457513 993
9606.ENSP00000359098 9606.ENSP00000229379 998
9606.ENSP00000359098 9606.ENSP00000301587 929
9606.ENSP00000359098 9606.ENSP00000354876 999
9606.ENSP00000359098 9606.ENSP00000429707 997
9606.ENSP00000359098 9606.ENSP00000300688 910
9606.ENSP00000359098 9606.ENSP00000339720 997
9606.ENSP00000359098 9606.ENSP00000497474 991
9606.ENSP00000359098 9606.ENSP00000367939 973
9606.ENSP00000359098 9606.ENSP00000354499 968
9606.ENSP00000359098 9606.ENSP00000317780 991
9606.ENSP00000359098 9606.ENSP00000379784 933
9606.ENSP00000359100 9606.ENSP00000359096 903
9606.ENSP00000359100 9606.ENSP00000330484 999
9606.ENSP00000359114 9606.ENSP00000363840 952
9606.ENSP00000359114 9606.ENSP00000364000 976
9606.ENSP00000359114 9606.ENSP00000266718 949
9606.ENSP00000359114 9606.ENSP00000264828 910
9606.ENSP00000359114 9606.ENSP00000297268 992
9606.ENSP00000359114 9606.ENSP00000304408 965
9606.ENSP00000359114 9606.ENSP00000225964 965
9606.ENSP00000359114 9606.ENSP00000369889 976
9606.ENSP00000359127 9606.ENSP00000263083 996
9606.ENSP00000359127 9606.ENSP00000255108 998
